control_id,nivel_madurez,valor,madurez_desc,aspecto_clave,credibilidad,cumplimiento,evidencia,entrevistado,fecha,hallazgo,observaciones,fuente,objetivo_negocio,interpretacion
7.2,3,0.6,3 - Definido,Procedimientos,Alta,1.0,Ingresos físicos: practica definida y documentada parcialmente para los procesos criticos de e-commerce.,Juan Castillo,2026-06-04,"Control definido, con oportunidad de medicion y cobertura transversal.","Agregar indicadores, responsables y revision periodica dentro de Seguridad fisica de oficinas y centros de distribucion.",TP1,"Proteger oficinas, centros de distribucion, equipamiento y soportes fisicos.","El grafico debe leerse contra proteger oficinas, centros de distribucion, equipamiento y soportes fisicos."
7.3,3,0.6,3 - Definido,Procedimientos,Alta,1.0,"Asegurar oficinas, salas e instalaciones: practica definida y documentada parcialmente para los procesos criticos de e-commerce.",Juan Castillo,2026-06-04,"Control definido, con oportunidad de medicion y cobertura transversal.","Agregar indicadores, responsables y revision periodica dentro de Seguridad fisica de oficinas y centros de distribucion.",TP1,"Proteger oficinas, centros de distribucion, equipamiento y soportes fisicos.","El grafico debe leerse contra proteger oficinas, centros de distribucion, equipamiento y soportes fisicos."
7.4,2,0.15,2 - Gestionado,Buenas practicas,Alta,1.0,"Hay controles fisicos basicos en oficinas y centros, pero no monitoreo continuo homologado entre sedes.",Juan Castillo,2026-06-04,"Control gestionado de forma parcial; falta formalizacion, evidencia o alcance completo.",Priorizar normalizacion y evidencias dentro de Seguridad fisica de oficinas y centros de distribucion.,TP1,"Proteger oficinas, centros de distribucion, equipamiento y soportes fisicos.","El grafico debe leerse contra proteger oficinas, centros de distribucion, equipamiento y soportes fisicos."
7.5,2,0.15,2 - Gestionado,Buenas practicas,Alta,1.0,"Protección contra amenazas físicas y ambientales: buenas practicas operativas aplicadas, sin normalizacion corporativa completa.",Juan Castillo,2026-06-04,"Control gestionado de forma parcial; falta formalizacion, evidencia o alcance completo.",Priorizar normalizacion y evidencias dentro de Seguridad fisica de oficinas y centros de distribucion.,TP1,"Proteger oficinas, centros de distribucion, equipamiento y soportes fisicos.","El grafico debe leerse contra proteger oficinas, centros de distribucion, equipamiento y soportes fisicos."
7.6,2,0.15,2 - Gestionado,Buenas practicas,Alta,1.0,"Trabajo en áreas seguras: buenas practicas operativas aplicadas, sin normalizacion corporativa completa.",Juan Castillo,2026-06-04,"Control gestionado de forma parcial; falta formalizacion, evidencia o alcance completo.",Priorizar normalizacion y evidencias dentro de Seguridad fisica de oficinas y centros de distribucion.,TP1,"Proteger oficinas, centros de distribucion, equipamiento y soportes fisicos.","El grafico debe leerse contra proteger oficinas, centros de distribucion, equipamiento y soportes fisicos."
7.7,2,0.15,2 - Gestionado,Buenas practicas,Alta,1.0,"Escritorio despejado y pantalla limpia: buenas practicas operativas aplicadas, sin normalizacion corporativa completa.",Juan Castillo,2026-06-04,"Control gestionado de forma parcial; falta formalizacion, evidencia o alcance completo.",Priorizar normalizacion y evidencias dentro de Seguridad fisica de oficinas y centros de distribucion.,TP1,"Proteger oficinas, centros de distribucion, equipamiento y soportes fisicos.","El grafico debe leerse contra proteger oficinas, centros de distribucion, equipamiento y soportes fisicos."
7.8,3,0.6,3 - Definido,Procedimientos,Alta,1.0,Ubicación y protección de equipos: practica definida y documentada parcialmente para los procesos criticos de e-commerce.,Juan Castillo,2026-06-04,"Control definido, con oportunidad de medicion y cobertura transversal.","Agregar indicadores, responsables y revision periodica dentro de Seguridad fisica de oficinas y centros de distribucion.",TP1,"Proteger oficinas, centros de distribucion, equipamiento y soportes fisicos.","El grafico debe leerse contra proteger oficinas, centros de distribucion, equipamiento y soportes fisicos."
7.9,2,0.15,2 - Gestionado,Buenas practicas,Alta,1.0,"Seguridad de los activos fuera de las instalaciones: buenas practicas operativas aplicadas, sin normalizacion corporativa completa.",Juan Castillo,2026-06-04,"Control gestionado de forma parcial; falta formalizacion, evidencia o alcance completo.",Priorizar normalizacion y evidencias dentro de Seguridad fisica de oficinas y centros de distribucion.,TP1,"Proteger oficinas, centros de distribucion, equipamiento y soportes fisicos.","El grafico debe leerse contra proteger oficinas, centros de distribucion, equipamiento y soportes fisicos."
7.10,2,0.15,2 - Gestionado,Buenas practicas,Alta,1.0,"Medios de almacenamiento: buenas practicas operativas aplicadas, sin normalizacion corporativa completa.",Martin Rojas,2026-06-04,"Control gestionado de forma parcial; falta formalizacion, evidencia o alcance completo.",Priorizar normalizacion y evidencias dentro de Seguridad fisica de oficinas y centros de distribucion.,TP1,"Proteger oficinas, centros de distribucion, equipamiento y soportes fisicos.","El grafico debe leerse contra proteger oficinas, centros de distribucion, equipamiento y soportes fisicos."
7.11,3,0.6,3 - Definido,Procedimientos,Alta,1.0,Instalaciones de soporte: practica definida y documentada parcialmente para los procesos criticos de e-commerce.,Martin Rojas,2026-06-04,"Control definido, con oportunidad de medicion y cobertura transversal.","Agregar indicadores, responsables y revision periodica dentro de Seguridad fisica de oficinas y centros de distribucion.",TP1,"Proteger oficinas, centros de distribucion, equipamiento y soportes fisicos.","El grafico debe leerse contra proteger oficinas, centros de distribucion, equipamiento y soportes fisicos."
7.12,3,0.6,3 - Definido,Procedimientos,Alta,1.0,Seguridad del cableado: practica definida y documentada parcialmente para los procesos criticos de e-commerce.,Martin Rojas,2026-06-04,"Control definido, con oportunidad de medicion y cobertura transversal.","Agregar indicadores, responsables y revision periodica dentro de Seguridad fisica de oficinas y centros de distribucion.",TP1,"Proteger oficinas, centros de distribucion, equipamiento y soportes fisicos.","El grafico debe leerse contra proteger oficinas, centros de distribucion, equipamiento y soportes fisicos."
7.13,3,0.6,3 - Definido,Procedimientos,Alta,1.0,Mantenimiento de equipos: practica definida y documentada parcialmente para los procesos criticos de e-commerce.,Martin Rojas,2026-06-04,"Control definido, con oportunidad de medicion y cobertura transversal.","Agregar indicadores, responsables y revision periodica dentro de Seguridad fisica de oficinas y centros de distribucion.",TP1,"Proteger oficinas, centros de distribucion, equipamiento y soportes fisicos.","El grafico debe leerse contra proteger oficinas, centros de distribucion, equipamiento y soportes fisicos."
7.14,2,0.15,2 - Gestionado,Buenas practicas,Alta,1.0,"Eliminación segura o reutilización de equipos: buenas practicas operativas aplicadas, sin normalizacion corporativa completa.",Martin Rojas,2026-06-04,"Control gestionado de forma parcial; falta formalizacion, evidencia o alcance completo.",Priorizar normalizacion y evidencias dentro de Seguridad fisica de oficinas y centros de distribucion.,TP1,"Proteger oficinas, centros de distribucion, equipamiento y soportes fisicos.","El grafico debe leerse contra proteger oficinas, centros de distribucion, equipamiento y soportes fisicos."
8.1,3,0.6,3 - Definido,Procedimientos,Alta,1.0,Dispositivos de usuario (endpoint): practica definida y documentada parcialmente para los procesos criticos de e-commerce.,Paula Ferreira,2026-06-04,"Control definido, con oportunidad de medicion y cobertura transversal.","Agregar indicadores, responsables y revision periodica dentro de Hardening, malware, redes y vulnerabilidades.",TP1,"Reducir exposicion tecnica en endpoints, redes, configuraciones y malware.","El grafico debe leerse contra reducir exposicion tecnica en endpoints, redes, configuraciones y malware."
8.2,1,0.05,1 - Inicial,Esfuerzo personal,Alta,1.0,Cuentas privilegiadas administradas por custodios historicos sin revision formal recurrente.,Martin Rojas,2026-06-04,Control inicial y reactivo; alta dependencia de personas y bajo respaldo documental.,"Tratar como brecha prioritaria dentro de IAM, MFA y segregacion de funciones.",TP1,"Reducir fraude, abuso de privilegios y accesos indebidos a sistemas criticos.","El grafico debe leerse contra reducir fraude, abuso de privilegios y accesos indebidos a sistemas criticos."
8.3,3,0.6,3 - Definido,Procedimientos,Alta,1.0,Restricción de acceso a la información: practica definida y documentada parcialmente para los procesos criticos de e-commerce.,Paula Ferreira,2026-06-04,"Control definido, con oportunidad de medicion y cobertura transversal.","Agregar indicadores, responsables y revision periodica dentro de IAM, MFA y segregacion de funciones.",TP1,"Reducir fraude, abuso de privilegios y accesos indebidos a sistemas criticos.","El grafico debe leerse contra reducir fraude, abuso de privilegios y accesos indebidos a sistemas criticos."
8.4,2,0.15,2 - Gestionado,Buenas practicas,Alta,1.0,"Acceso al código fuente: buenas practicas operativas aplicadas, sin normalizacion corporativa completa.",Martin Rojas,2026-06-04,"Control gestionado de forma parcial; falta formalizacion, evidencia o alcance completo.","Priorizar normalizacion y evidencias dentro de IAM, MFA y segregacion de funciones.",TP1,"Reducir fraude, abuso de privilegios y accesos indebidos a sistemas criticos.","El grafico debe leerse contra reducir fraude, abuso de privilegios y accesos indebidos a sistemas criticos."
8.5,3,0.6,3 - Definido,Procedimientos,Alta,1.0,Autenticación segura: practica definida y documentada parcialmente para los procesos criticos de e-commerce.,Martin Rojas,2026-06-04,"Control definido, con oportunidad de medicion y cobertura transversal.","Agregar indicadores, responsables y revision periodica dentro de IAM, MFA y segregacion de funciones.",TP1,"Reducir fraude, abuso de privilegios y accesos indebidos a sistemas criticos.","El grafico debe leerse contra reducir fraude, abuso de privilegios y accesos indebidos a sistemas criticos."
8.6,3,0.6,3 - Definido,Procedimientos,Alta,1.0,Gestión de capacidad: practica definida y documentada parcialmente para los procesos criticos de e-commerce.,Paula Ferreira,2026-06-04,"Control definido, con oportunidad de medicion y cobertura transversal.","Agregar indicadores, responsables y revision periodica dentro de Continuidad, backups y recuperacion.",TP1,"Sostener venta online, pagos y backoffice ante fallas o interrupciones.","El grafico debe leerse contra sostener venta online, pagos y backoffice ante fallas o interrupciones."
8.7,3,0.6,3 - Definido,Procedimientos,Alta,1.0,Protección contra malware: practica definida y documentada parcialmente para los procesos criticos de e-commerce.,Paula Ferreira,2026-06-04,"Control definido, con oportunidad de medicion y cobertura transversal.","Agregar indicadores, responsables y revision periodica dentro de Hardening, malware, redes y vulnerabilidades.",TP1,"Reducir exposicion tecnica en endpoints, redes, configuraciones y malware.","El grafico debe leerse contra reducir exposicion tecnica en endpoints, redes, configuraciones y malware."
8.8,1,0.05,1 - Inicial,Esfuerzo personal,Alta,1.0,"No hay calendario sistematico de escaneos, clasificacion de vulnerabilidades ni SLA de remediacion.",Martin Rojas,2026-06-04,Control inicial y reactivo; alta dependencia de personas y bajo respaldo documental.,"Tratar como brecha prioritaria dentro de Hardening, malware, redes y vulnerabilidades.",TP1,"Reducir exposicion tecnica en endpoints, redes, configuraciones y malware.","El grafico debe leerse contra reducir exposicion tecnica en endpoints, redes, configuraciones y malware."
8.9,3,0.6,3 - Definido,Procedimientos,Alta,1.0,Gestión de configuración: practica definida y documentada parcialmente para los procesos criticos de e-commerce.,Martin Rojas,2026-06-04,"Control definido, con oportunidad de medicion y cobertura transversal.","Agregar indicadores, responsables y revision periodica dentro de Hardening, malware, redes y vulnerabilidades.",TP1,"Reducir exposicion tecnica en endpoints, redes, configuraciones y malware.","El grafico debe leerse contra reducir exposicion tecnica en endpoints, redes, configuraciones y malware."
8.10,3,0.6,3 - Definido,Procedimientos,Alta,1.0,Eliminación de información: practica definida y documentada parcialmente para los procesos criticos de e-commerce.,Paula Ferreira,2026-06-04,"Control definido, con oportunidad de medicion y cobertura transversal.","Agregar indicadores, responsables y revision periodica dentro de Gestion de activos, clasificacion y tratamiento.",TP1,"Proteger datos criticos de clientes, pagos, stock, RRHH y registros.","El grafico debe leerse contra proteger datos criticos de clientes, pagos, stock, rrhh y registros."
8.11,1,0.05,1 - Inicial,Esfuerzo personal,Alta,1.0,Enmascaramiento de datos: tratamiento reactivo dependiente del esfuerzo de custodios tecnicos.,Paula Ferreira,2026-06-04,Control inicial y reactivo; alta dependencia de personas y bajo respaldo documental.,"Tratar como brecha prioritaria dentro de Gestion de activos, clasificacion y tratamiento.",TP1,"Proteger datos criticos de clientes, pagos, stock, RRHH y registros.","El grafico debe leerse contra proteger datos criticos de clientes, pagos, stock, rrhh y registros."
8.12,1,0.05,1 - Inicial,Esfuerzo personal,Alta,1.0,Prevención de fuga de datos: tratamiento reactivo dependiente del esfuerzo de custodios tecnicos.,Paula Ferreira,2026-06-04,Control inicial y reactivo; alta dependencia de personas y bajo respaldo documental.,"Tratar como brecha prioritaria dentro de Gestion de activos, clasificacion y tratamiento.",TP1,"Proteger datos criticos de clientes, pagos, stock, RRHH y registros.","El grafico debe leerse contra proteger datos criticos de clientes, pagos, stock, rrhh y registros."
8.13,3,0.6,3 - Definido,Procedimientos,Alta,1.0,"Servidor de Backup SV-09 identificado; backups configurados, sin evidencia completa de pruebas periodicas.",Martin Rojas,2026-06-04,"Control definido, con oportunidad de medicion y cobertura transversal.","Agregar indicadores, responsables y revision periodica dentro de Continuidad, backups y recuperacion.",TP1,"Sostener venta online, pagos y backoffice ante fallas o interrupciones.","El grafico debe leerse contra sostener venta online, pagos y backoffice ante fallas o interrupciones."
8.14,3,0.6,3 - Definido,Procedimientos,Alta,1.0,Redundancia en instalaciones de procesamiento de información: practica definida y documentada parcialmente para los procesos criticos de e-commerce.,Martin Rojas,2026-06-04,"Control definido, con oportunidad de medicion y cobertura transversal.","Agregar indicadores, responsables y revision periodica dentro de Continuidad, backups y recuperacion.",TP1,"Sostener venta online, pagos y backoffice ante fallas o interrupciones.","El grafico debe leerse contra sostener venta online, pagos y backoffice ante fallas o interrupciones."
8.15,2,0.15,2 - Gestionado,Buenas practicas,Alta,1.0,Servidor de Logs/SIEM SV-10 identificado; la centralizacion y retencion todavia son parciales.,Martin Rojas,2026-06-04,"Control gestionado de forma parcial; falta formalizacion, evidencia o alcance completo.","Priorizar normalizacion y evidencias dentro de Incidentes, SIEM, logs y evidencia digital.",TP1,"Detectar, clasificar y responder eventos con trazabilidad y evidencia.","El grafico debe leerse contra detectar, clasificar y responder eventos con trazabilidad y evidencia."
8.16,1,0.05,1 - Inicial,Esfuerzo personal,Alta,1.0,Monitoreo reactivo de e-commerce y backoffice sin alertas de seguridad consistentes.,Martin Rojas,2026-06-04,Control inicial y reactivo; alta dependencia de personas y bajo respaldo documental.,"Tratar como brecha prioritaria dentro de Incidentes, SIEM, logs y evidencia digital.",TP1,"Detectar, clasificar y responder eventos con trazabilidad y evidencia.","El grafico debe leerse contra detectar, clasificar y responder eventos con trazabilidad y evidencia."
8.17,3,0.6,3 - Definido,Procedimientos,Alta,1.0,Sincronización de reloj: practica definida y documentada parcialmente para los procesos criticos de e-commerce.,Martin Rojas,2026-06-04,"Control definido, con oportunidad de medicion y cobertura transversal.","Agregar indicadores, responsables y revision periodica dentro de Incidentes, SIEM, logs y evidencia digital.",TP1,"Detectar, clasificar y responder eventos con trazabilidad y evidencia.","El grafico debe leerse contra detectar, clasificar y responder eventos con trazabilidad y evidencia."
8.18,1,0.05,1 - Inicial,Esfuerzo personal,Alta,1.0,Uso de programas utilitarios privilegiados: tratamiento reactivo dependiente del esfuerzo de custodios tecnicos.,Martin Rojas,2026-06-04,Control inicial y reactivo; alta dependencia de personas y bajo respaldo documental.,"Tratar como brecha prioritaria dentro de IAM, MFA y segregacion de funciones.",TP1,"Reducir fraude, abuso de privilegios y accesos indebidos a sistemas criticos.","El grafico debe leerse contra reducir fraude, abuso de privilegios y accesos indebidos a sistemas criticos."
8.19,3,0.6,3 - Definido,Procedimientos,Alta,1.0,Instalación de software en sistemas operacionles: practica definida y documentada parcialmente para los procesos criticos de e-commerce.,Paula Ferreira,2026-06-04,"Control definido, con oportunidad de medicion y cobertura transversal.","Agregar indicadores, responsables y revision periodica dentro de Hardening, malware, redes y vulnerabilidades.",TP1,"Reducir exposicion tecnica en endpoints, redes, configuraciones y malware.","El grafico debe leerse contra reducir exposicion tecnica en endpoints, redes, configuraciones y malware."
8.20,3,0.6,3 - Definido,Procedimientos,Alta,1.0,Seguridad en redes: practica definida y documentada parcialmente para los procesos criticos de e-commerce.,Martin Rojas,2026-06-04,"Control definido, con oportunidad de medicion y cobertura transversal.","Agregar indicadores, responsables y revision periodica dentro de Hardening, malware, redes y vulnerabilidades.",TP1,"Reducir exposicion tecnica en endpoints, redes, configuraciones y malware.","El grafico debe leerse contra reducir exposicion tecnica en endpoints, redes, configuraciones y malware."
8.21,3,0.6,3 - Definido,Procedimientos,Alta,1.0,Seguridad de los servicios de red: practica definida y documentada parcialmente para los procesos criticos de e-commerce.,Martin Rojas,2026-06-04,"Control definido, con oportunidad de medicion y cobertura transversal.","Agregar indicadores, responsables y revision periodica dentro de Hardening, malware, redes y vulnerabilidades.",TP1,"Reducir exposicion tecnica en endpoints, redes, configuraciones y malware.","El grafico debe leerse contra reducir exposicion tecnica en endpoints, redes, configuraciones y malware."
8.22,3,0.6,3 - Definido,Procedimientos,Alta,1.0,Segregación en redes: practica definida y documentada parcialmente para los procesos criticos de e-commerce.,Martin Rojas,2026-06-04,"Control definido, con oportunidad de medicion y cobertura transversal.","Agregar indicadores, responsables y revision periodica dentro de Hardening, malware, redes y vulnerabilidades.",TP1,"Reducir exposicion tecnica en endpoints, redes, configuraciones y malware.","El grafico debe leerse contra reducir exposicion tecnica en endpoints, redes, configuraciones y malware."
8.23,2,0.15,2 - Gestionado,Buenas practicas,Alta,1.0,"Filtrado web: buenas practicas operativas aplicadas, sin normalizacion corporativa completa.",Paula Ferreira,2026-06-04,"Control gestionado de forma parcial; falta formalizacion, evidencia o alcance completo.","Priorizar normalizacion y evidencias dentro de Hardening, malware, redes y vulnerabilidades.",TP1,"Reducir exposicion tecnica en endpoints, redes, configuraciones y malware.","El grafico debe leerse contra reducir exposicion tecnica en endpoints, redes, configuraciones y malware."
8.24,3,0.6,3 - Definido,Procedimientos,Alta,1.0,Uso de criptografía: practica definida y documentada parcialmente para los procesos criticos de e-commerce.,Martin Rojas,2026-06-04,"Control definido, con oportunidad de medicion y cobertura transversal.","Agregar indicadores, responsables y revision periodica dentro de Hardening, malware, redes y vulnerabilidades.",TP1,"Reducir exposicion tecnica en endpoints, redes, configuraciones y malware.","El grafico debe leerse contra reducir exposicion tecnica en endpoints, redes, configuraciones y malware."
8.25,2,0.15,2 - Gestionado,Buenas practicas,Alta,1.0,"El e-commerce AP-01 es desarrollo propio, pero seguridad no esta incorporada como gate formal del ciclo.",Paula Ferreira,2026-06-04,"Control gestionado de forma parcial; falta formalizacion, evidencia o alcance completo.","Priorizar normalizacion y evidencias dentro de SDLC seguro, WAF, APIs y pruebas.",TP1,"Bajar riesgo de vulnerabilidades en e-commerce, APIs e integraciones.","El grafico debe leerse contra bajar riesgo de vulnerabilidades en e-commerce, apis e integraciones."
8.26,2,0.15,2 - Gestionado,Buenas practicas,Alta,1.0,"Requisitos de seguridad de aplicaciones: buenas practicas operativas aplicadas, sin normalizacion corporativa completa.",Paula Ferreira,2026-06-04,"Control gestionado de forma parcial; falta formalizacion, evidencia o alcance completo.","Priorizar normalizacion y evidencias dentro de SDLC seguro, WAF, APIs y pruebas.",TP1,"Bajar riesgo de vulnerabilidades en e-commerce, APIs e integraciones.","El grafico debe leerse contra bajar riesgo de vulnerabilidades en e-commerce, apis e integraciones."
8.27,2,0.15,2 - Gestionado,Buenas practicas,Alta,1.0,"Principios de ingeniería y arquitectura de sistemas seguros: buenas practicas operativas aplicadas, sin normalizacion corporativa completa.",Paula Ferreira,2026-06-04,"Control gestionado de forma parcial; falta formalizacion, evidencia o alcance completo.","Priorizar normalizacion y evidencias dentro de SDLC seguro, WAF, APIs y pruebas.",TP1,"Bajar riesgo de vulnerabilidades en e-commerce, APIs e integraciones.","El grafico debe leerse contra bajar riesgo de vulnerabilidades en e-commerce, apis e integraciones."
8.28,1,0.05,1 - Inicial,Esfuerzo personal,Alta,1.0,No hay guia corporativa de codificacion segura ni checklist OWASP para cambios en AP-01.,Paula Ferreira,2026-06-04,Control inicial y reactivo; alta dependencia de personas y bajo respaldo documental.,"Tratar como brecha prioritaria dentro de SDLC seguro, WAF, APIs y pruebas.",TP1,"Bajar riesgo de vulnerabilidades en e-commerce, APIs e integraciones.","El grafico debe leerse contra bajar riesgo de vulnerabilidades en e-commerce, apis e integraciones."
8.29,1,0.05,1 - Inicial,Esfuerzo personal,Alta,1.0,"Las pruebas de seguridad se realizan como pentest puntual, no como practica recurrente por release.",Paula Ferreira,2026-06-04,Control inicial y reactivo; alta dependencia de personas y bajo respaldo documental.,"Tratar como brecha prioritaria dentro de SDLC seguro, WAF, APIs y pruebas.",TP1,"Bajar riesgo de vulnerabilidades en e-commerce, APIs e integraciones.","El grafico debe leerse contra bajar riesgo de vulnerabilidades en e-commerce, apis e integraciones."
8.30,2,0.15,2 - Gestionado,Buenas practicas,Alta,1.0,"Desarrollo subcontratado: buenas practicas operativas aplicadas, sin normalizacion corporativa completa.",Paula Ferreira,2026-06-04,"Control gestionado de forma parcial; falta formalizacion, evidencia o alcance completo.","Priorizar normalizacion y evidencias dentro de Proveedores, cloud, privacidad y PCI-DSS.",TP1,"Cumplir obligaciones sobre proveedores, servicios cloud, privacidad y pagos.","El grafico debe leerse contra cumplir obligaciones sobre proveedores, servicios cloud, privacidad y pagos."
8.31,3,0.6,3 - Definido,Procedimientos,Alta,1.0,"Separación de entornos de desarrollo, prueba y producción: practica definida y documentada parcialmente para los procesos criticos de e-commerce.",Paula Ferreira,2026-06-04,"Control definido, con oportunidad de medicion y cobertura transversal.","Agregar indicadores, responsables y revision periodica dentro de SDLC seguro, WAF, APIs y pruebas.",TP1,"Bajar riesgo de vulnerabilidades en e-commerce, APIs e integraciones.","El grafico debe leerse contra bajar riesgo de vulnerabilidades en e-commerce, apis e integraciones."
8.32,3,0.6,3 - Definido,Procedimientos,Alta,1.0,Gestión del cambios: practica definida y documentada parcialmente para los procesos criticos de e-commerce.,Paula Ferreira,2026-06-04,"Control definido, con oportunidad de medicion y cobertura transversal.","Agregar indicadores, responsables y revision periodica dentro de SDLC seguro, WAF, APIs y pruebas.",TP1,"Bajar riesgo de vulnerabilidades en e-commerce, APIs e integraciones.","El grafico debe leerse contra bajar riesgo de vulnerabilidades en e-commerce, apis e integraciones."
8.33,2,0.15,2 - Gestionado,Buenas practicas,Alta,1.0,"Protección de la información de la pruebas: buenas practicas operativas aplicadas, sin normalizacion corporativa completa.",Paula Ferreira,2026-06-04,"Control gestionado de forma parcial; falta formalizacion, evidencia o alcance completo.","Priorizar normalizacion y evidencias dentro de SDLC seguro, WAF, APIs y pruebas.",TP1,"Bajar riesgo de vulnerabilidades en e-commerce, APIs e integraciones.","El grafico debe leerse contra bajar riesgo de vulnerabilidades en e-commerce, apis e integraciones."
8.34,3,0.6,3 - Definido,Procedimientos,Alta,1.0,Protección de los sistemas de información durante las pruebas de auditoría: practica definida y documentada parcialmente para los procesos criticos de e-commerce.,Paula Ferreira,2026-06-04,"Control definido, con oportunidad de medicion y cobertura transversal.","Agregar indicadores, responsables y revision periodica dentro de Incidentes, SIEM, logs y evidencia digital.",TP1,"Detectar, clasificar y responder eventos con trazabilidad y evidencia.","El grafico debe leerse contra detectar, clasificar y responder eventos con trazabilidad y evidencia."
