control_id,capitulo,control_nombre,control_descripcion,pregunta,proposito,tipo_preventivo,tipo_detectivo,tipo_correctivo,prop_confidencialidad,prop_integridad,prop_disponibilidad,func_identificacion,func_proteccion,func_deteccion,func_respuesta,func_recuperacion,cap_gobernanza,cap_gestion_activos,cap_proteccion_informacion,cap_seguridad_rrhh,cap_seguridad_fisica,cap_seguridad_redes_sistemas,cap_seguridad_aplicaciones,cap_configuraciones_seguras,cap_gestion_accesos_identidades,cap_gestion_amenazas_vulnerabilidades,cap_continuidad,cap_seguridad_proveedores,cap_cumplimiento_legalidad,cap_gestion_eventos_si,cap_garantizar_si,dom_gobernanza_ecosistema,dom_proteccion,dom_defensa,dom_resiliencia,aplica,peso,porcentaje_absoluto_capitulo,tipo_seguridad,proyecto_sugerido,plazo_sugerido,mapeo_iso_27002_2013
6.6,6 - Controles de Personas,Acuerdos de confidencialidad o no divulgación,"6.6 - Los requisitos para acuerdos de confidencialidad o no divulgación que reflejen las necesidades de la organización para la protección de la información deben ser identificados, documentados, revisados periódicamente y firmados por el personal interesado y las partes interesadas.","6.6 - ¿Se identifican, revisan periódicamente y documentan, los requisitos para acuerdos de confidencialidad que reflejen las necesidades de la organización respecto a la protección de la información?",0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.125,12.5,Lógica,Mecanismos de Cifrado de la Información,Medio,Marco Normativo de Seguridad
6.7,6 - Controles de Personas,Trabajo remoto,"6.7 - Se deben implementar medidas de seguridad para proteger la información a la que se accede, procesa o almacena fuera de las instalaciones de la organización.","6.7 - ¿Se encuentra implementada una política y las medidas de seguridad adecuadas para proteger la información que se accede, procesa y almacena en las instalaciones de teletrabajo?",0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3.125,12.5,Lógica,Mecanismos de Cifrado de la Información,Largo,Marco Normativo de Seguridad
6.8,6 - Controles de Personas,Reporte de eventos de SI,6.8 - La organización debe proporcionar un mecanismo para que el personal informe los eventos de SI observados o sospechados a través de los canales apropiados de manera oportuna.,"6.8 - ¿Los empleados y contratistas que utilizan los sistemas y servicios de información de la organización, reportan cualquier debilidad de SI observada o sospechada?",0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,3.125,12.5,Lógica,Mecanismos de Cifrado de la Información,Medio,Marco Normativo de Seguridad
7.1,7 - Controles Físicos,Perímetro de seguridad física,7.1 - Deben definirse perímetros de seguridad y usarse para proteger áreas que contienen información sensible o crítica y activos asociados.,7.1 - ¿Se definen y emplean perímetros de seguridad para proteger áreas que contienen información e instalaciones de procesamiento de información sensibles o críticas?,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.785714,7.142857,Lógica,Mecanismos de Cifrado de la Información,Corto,Marco Normativo de Seguridad
7.2,7 - Controles Físicos,Ingresos físicos,7.2 - Las áreas seguras deben estar protegidas por controles de entrada y puntos de acceso adecuados.,7.2 - ¿Se protegen las áreas seguras mediante controles de ingreso apropiados para garantizar que sólo se permite el acceso al personal autorizado?,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.785714,7.142857,Lógica,Mecanismos de Cifrado de la Información,Corto,Marco Normativo de Seguridad
7.3,7 - Controles Físicos,"Asegurar oficinas, salas e instalaciones","7.3 - Se debe diseñar e implementar seguridad física para oficinas, salas e instalaciones.","7.3 - ¿Se diseñan y establecen controles de seguridad física en oficinas, recintos e instalaciones?",0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.785714,7.142857,Lógica,Mecanismos de Cifrado de la Información,Corto,Marco Normativo de Seguridad
7.4,7 - Controles Físicos,Monitoreo de seguridad física,7.4 - Se deben implementar medios de seguridad para monitorear continuamente la seguridad de las instalaciones.,7.4 - ¿Se implementaron medios de seguridad para monitorear continuamente la seguridad de las instalaciones?,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1.785714,7.142857,Lógica,Mecanismos de Cifrado de la Información,Medio,Marco Normativo de Seguridad
7.5,7 - Controles Físicos,Protección contra amenazas físicas y ambientales,"7.5 - Se debe diseñar e implementar protección física contra eventos indeseables como desastres naturales, ataques físicos o accidentes.","7.5 - ¿Se diseñan y aplican controles de protección física contra desastres naturales, ataques intencionales o accidentes?",0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.785714,7.142857,Lógica,Mecanismos de Cifrado de la Información,Medio,Marco Normativo de Seguridad
7.6,7 - Controles Físicos,Trabajo en áreas seguras,7.6 - Deben diseñarse e implementarse procedimientos para trabajar en áreas seguras.,7.6 - ¿Se definen y aplican procedimientos para trabajar en áreas seguras?,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.785714,7.142857,Lógica,Mecanismos de Cifrado de la Información,Medio,Marco Normativo de Seguridad
7.7,7 - Controles Físicos,Escritorio despejado y pantalla limpia,7.7 - Deben definirse y aplicarse reglas de escritorio despejados de papeles y medios de almacenamiento extraíbles y reglas de pantalla despejadas para las instalaciones de procesamiento de información.,7.7 - ¿Está definida una política de escritorio limpio para papeles y medios de almacenamiento extraíbles y una política de pantalla limpia para las instalaciones de procesamiento de la información?,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.785714,7.142857,Lógica,Mecanismos de Cifrado de la Información,Medio,Marco Normativo de Seguridad
7.8,7 - Controles Físicos,Ubicación y protección de equipos,7.8 - El equipamiento debe ser ubicado de forma segura y protegida.,"7.8 - ¿Se ubica y protege el equipamiento de tal manera que se reduzcan los riesgos ocasionados por amenazas y peligros del entorno, y las oportunidades de acceso no autorizado?",0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.785714,7.142857,Lógica,Mecanismos de Cifrado de la Información,Medio,Marco Normativo de Seguridad
7.9,7 - Controles Físicos,Seguridad de los activos fuera de las instalaciones,7.9 - Los activos externos deben protegerse teniendo en cuenta los distintos riesgos.,"7.9 - ¿A los activos fuera de la organización, se les aplica seguridad teniendo en cuenta los diferentes riesgos de trabajar fuera de sus instalaciones?",0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.785714,7.142857,Lógica,Mecanismos de Cifrado de la Información,Medio,Marco Normativo de Seguridad
7.10,7 - Controles Físicos,Medios de almacenamiento,"7.10 - Los medios de almacenamiento deben gestionarse a lo largo de su ciclo de vida de adquisición, uso, transporte y descarte de acuerdo con el esquema de clasificación de la organización y los requisitos de manejo.",7.10 - ¿Se encuentran implementados procedimientos para la gestión de medios de almacenamiento extraíbles de acuerdo con el esquema de clasificación de la información adoptado por la organización?,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.785714,7.142857,Lógica,Mecanismos de Cifrado de la Información,Largo,Marco Normativo de Seguridad
7.11,7 - Controles Físicos,Instalaciones de soporte,7.11 - El equipamiento debe protegerse contra cortes de energía y otras interrupciones causadas por fallas en las instalaciones de soporte.,7.11 - ¿Se protege al equipamiento de problemas en el suministro eléctrico o de otras interrupciones ocasionadas por fallas en elementos de soporte?,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.785714,7.142857,Lógica,Mecanismos de Cifrado de la Información,Largo,Marco Normativo de Seguridad
7.12,7 - Controles Físicos,Seguridad del cableado,"7.12 - El cableado de energía y telecomunicaciones que transporta datos o soporte a servicios de información debe protegerse contra intercepciones, interferencias o daños.","7.12 - ¿El cableado de suministro eléctrico y de telecomunicaciones que transporta datos o que da soporte a servicios de información, se protege de intercepciones, interferencias o daños?",0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.785714,7.142857,Lógica,Mecanismos de Cifrado de la Información,Largo,Marco Normativo de Seguridad
7.13,7 - Controles Físicos,Mantenimiento de equipos,7.13 - El equipamiento debe ser mantenido apropiadamente.,7.13 - ¿El equipamiento recibe un mantenimiento que asegure su continua disponibilidad e integridad?,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1.785714,7.142857,Lógica,Mecanismos de Cifrado de la Información,Largo,Marco Normativo de Seguridad
7.14,7 - Controles Físicos,Eliminación segura o reutilización de equipos,7.14 - Todos los items del equipamiento que contienen medios de almacenamiento deben verificarse para garantizar que los datos confidenciales y el software licenciado hayan sido eliminados o sobrescritos de forma segura antes de su descarte o reutilización.,"7.14 - ¿Antes de su disposición final o reúso, se elimina o se sobrescribe de forma segura la información sensible y el software licenciado almacenado en equipos que contienen medios de almacenamiento?",0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.785714,7.142857,Lógica,Mecanismos de Cifrado de la Información,Largo,Marco Normativo de Seguridad
8.1,8 - Controles Tecnológicos,Dispositivos de usuario (endpoint),"8.1 - La información almacenada, procesada o accesible a través de dispositivos terminales debe protegerse.",8.1 - ¿Se ha adoptado una política y las medidas de seguridad adecuadas para gestionar los riesgos ocasionados por el uso de dispositivos móviles?,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.735294,2.941176,Lógica,Mecanismos de Cifrado de la Información,Medio,Marco Normativo de Seguridad
8.2,8 - Controles Tecnológicos,Derechos de acceso privilegiado,8.2 - La asignación y el uso de derechos de acceso privilegiado deben restringirse y administrarse.,8.2 - ¿Se ha restringido y administrado la asignación y el uso de acceso de permisos privilegiados?,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.735294,2.941176,Lógica,Mecanismos de Cifrado de la Información,Medio,Marco Normativo de Seguridad
8.3,8 - Controles Tecnológicos,Restricción de acceso a la información,8.3 - El acceso a la información y los activos asociados debe restringirse de acuerdo con las reglas de control de acceso establecidas.,8.3 - ¿El acceso a la información y los activos asociados se restringieron de acuerdo con las reglas de control de acceso establecidas?,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.735294,2.941176,Lógica,Mecanismos de Cifrado de la Información,Medio,Marco Normativo de Seguridad
8.4,8 - Controles Tecnológicos,Acceso al código fuente,"8.4 - El acceso de lectura y escritura al código fuente, las herramientas de desarrollo y las bibliotecas de software debe administrarse de manera adecuada.",8.4 - ¿Está restringido el acceso al código fuente de las aplicaciones desarrolladas?,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.735294,2.941176,Lógica,Mecanismos de Cifrado de la Información,Medio,Marco Normativo de Seguridad
8.5,8 - Controles Tecnológicos,Autenticación segura,8.5 - Deben implementarse tecnologías y procedimientos de autenticación seguros en función de las restricciones de acceso a la información y las reglas de control de acceso relacionadas.,"8.5 - ¿Existe un procedimiento seguro de inicio de sesión que controle el acceso a los sistemas y a las aplicaciones, cuando la política de control de acceso así lo requiera?",0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.735294,2.941176,Lógica,Mecanismos de Cifrado de la Información,Medio,Marco Normativo de Seguridad
8.6,8 - Controles Tecnológicos,Gestión de capacidad,8.6 - El uso de recursos debe monitorearse y ajustarse de acuerdo con los requisitos de capacidad actuales y esperados.,8.6 - ¿Se realizan seguimientos y ajustes de uso de los recursos y se hacen proyecciones de futuros requisitos de capacidad para asegurar el desempeño requerido de los sistemas?,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0.735294,2.941176,Lógica,Mecanismos de Cifrado de la Información,Medio,Marco Normativo de Seguridad
8.7,8 - Controles Tecnológicos,Protección contra malware,"8.7 - Se debe implementar protección contra malware, combinada con una adecuada concientización del usuario.","8.7 - ¿Se implementan controles de detección, prevención y recuperación para la protección contra software malicioso, combinados con la concientización apropiada de los usuarios?",0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.735294,2.941176,Lógica,Mecanismos de Cifrado de la Información,Corto,Marco Normativo de Seguridad
8.8,8 - Controles Tecnológicos,Gestión de vulnerabilidades técnicas,"8.8 - La información sobre vulnerabilidades técnicas de los sistemas de información utilizados debe obtenerse de manera oportuna, la exposición de la organización a tales vulnerabilidades debe evaluarse y deben tomarse las medidas adecuadas para abordar el riesgo asociado.","8.8 - ¿Se obtiene información oportuna acerca de las vulnerabilidades técnicas de los sistemas de información que se utilizan, se evalúa la exposición de la organización a tales vulnerabilidades, y se toman las medidas apropiadas para tratar los riesgos asociados?",0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0.735294,2.941176,Lógica,Mecanismos de Cifrado de la Información,Largo,Marco Normativo de Seguridad
8.9,8 - Controles Tecnológicos,Gestión de configuración,"8.9 - Las configuraciones, incluidas las configuraciones de seguridad de hardware, software, servicios y redes, deben establecerse, documentarse, implementarse, monitorearse y revisarse.","8.9 - ¿Se establecieron, documentaron, implementaron, monitorearon y revisaron las configuraciones, incluidas las de seguridad, de hardware, software, servicios y redes?",0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.735294,2.941176,Lógica,Mecanismos de Cifrado de la Información,Largo,Marco Normativo de Seguridad
8.10,8 - Controles Tecnológicos,Eliminación de información,8.10 - La información almacenada en los sistemas y dispositivos de información debe eliminarse cuando ya no sea necesaria.,8.10 - ¿La información almacenada en los sistemas y dispositivos de información se eliminaron cuando ya no fueron necesarios?,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.735294,2.941176,Lógica,Mecanismos de Cifrado de la Información,Largo,Marco Normativo de Seguridad
8.11,8 - Controles Tecnológicos,Enmascaramiento de datos,"8.11 - El enmascaramiento de datos debe usarse de acuerdo con la política de la organización sobre control de acceso y requisitos de negocio, teniendo en cuenta los requisitos legales.","8.11 - ¿Se usa el enmascaramiento de datos de acuerdo con la política de la organización sobre control de acceso y requisitos comerciales, teniendo en cuenta los requisitos legales?",0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.735294,2.941176,Lógica,Mecanismos de Cifrado de la Información,Largo,Marco Normativo de Seguridad
8.12,8 - Controles Tecnológicos,Prevención de fuga de datos,"8.12 - Se deben aplicar medidas de prevención de fuga de datos a los sistemas y redes que procesan, almacenan o transmiten información sensible.","8.12 - ¿Se aplicaron medidas de prevención de fuga de datos a los sistemas y redes que procesan, almacenan o transmiten información sensible?",0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.735294,2.941176,Lógica,Mecanismos de Cifrado de la Información,Largo,Marco Normativo de Seguridad
8.13,8 - Controles Tecnológicos,Copia de seguridad de la información,"8.14 - Deben realizarse y probarse periódicamente copias de seguridad de la información, el software y el sistema de acuerdo con la política acordada sobre copias de seguridad.","8.14 - ¿Se realizan resguardos (backups) de la información, el software y los sistemas, y se los somete a pruebas periódicamente (pruebas de integridad), de acuerdo con la política acordada de resguardo?",0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0.735294,2.941176,Lógica,Mecanismos de Cifrado de la Información,Largo,Marco Normativo de Seguridad
8.14,8 - Controles Tecnológicos,Redundancia en instalaciones de procesamiento de información,8.15 - Las instalaciones de procesamiento de información deben implementarse con suficiente redundancia para cumplir con los requisitos de disponibilidad.,8.15 - ¿Las instalaciones de procesamiento de información se implementan con redundancia suficiente para cumplir con los requisitos de disponibilidad?,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0.735294,2.941176,Lógica,Mecanismos de Cifrado de la Información,Largo,Marco Normativo de Seguridad
8.15,8 - Controles Tecnológicos,Registros (logs),"8.16 - Los archivos que registran actividades, excepciones, fallas y otros eventos relevantes deben producirse, protegerse, mantenerse y analizarse.","8.16 - ¿Se producen, conservan y revisan periódicamente los registros de eventos (logs) que contienen actividades de los usuarios, excepciones, errores y eventos de la SI? ¿Las instalaciones de procesamiento de los registros y la información de registro se protegen contra manipulación y accesos no autorizados? ¿Se lleva un control de las actividades de los administradores y operadores del sistema, y los registros se protegen y revisar periódicamente?",0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0.735294,2.941176,Lógica,Mecanismos de Cifrado de la Información,Medio,Marco Normativo de Seguridad
8.16,8 - Controles Tecnológicos,Monitoreo de actividades,"8.17 - Se deben monitorear las redes, sistemas y aplicaciones para detectar comportamientos anómalos y se deben tomar acciones apropiadas para evaluar los posibles incidentes de SI.","8.17 - ¿Se monitorearon las redes, sistemas y aplicaciones para detectar comportamientos anómalos y se tomaron las acciones apropiadas para evaluar los posibles incidentes de seguridad de la información?",0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.735294,2.941176,Lógica,Mecanismos de Cifrado de la Información,Medio,Marco Normativo de Seguridad
8.17,8 - Controles Tecnológicos,Sincronización de reloj,8.17 - Los relojes de los sistemas de procesamiento de información utilizados por la organización deben sincronizarse con las fuentes de tiempo aprobadas.,8.17 - ¿Los relojes de los sistemas de procesamiento de información utilizados por la organización se sincronizan con fuentes de tiempo aprobadas?,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0.735294,2.941176,Lógica,Mecanismos de Cifrado de la Información,Medio,Marco Normativo de Seguridad
8.18,8 - Controles Tecnológicos,Uso de programas utilitarios privilegiados,8.18 - Debe restringirse y controlarse estrictamente el uso de programas utilitarios que puedan ser capaces de saltear los controles del sistema y de las aplicaciones.,8.18 - ¿Se restringe y controla estrictamente el uso de programas utilitarios que puedan ser capaces de saltear los controles del sistema y de las aplicaciones?,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.735294,2.941176,Lógica,Mecanismos de Cifrado de la Información,Medio,Marco Normativo de Seguridad
8.19,8 - Controles Tecnológicos,Instalación de software en sistemas operacionles,8.19 - Deben implementarse procedimientos y medidas para gestionar de forma segura la instalación de software en los sistemas operacionales.,8.20 - ¿Están implementados procedimientos y medidas para gestionar de forma segura la instalación de software en los sistemas operacionales?,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.735294,2.941176,Lógica,Mecanismos de Cifrado de la Información,Medio,Marco Normativo de Seguridad
8.20,8 - Controles Tecnológicos,Seguridad en redes,"8.20 - Las redes deben asegurarse, administrarse y controlarse para proteger la información en sistemas y aplicaciones.","8.20 - ¿Se aseguran, gestionan y controlan las redes, para proteger la información en sistemas y aplicaciones?",0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.735294,2.941176,Lógica,Mecanismos de Cifrado de la Información,Medio,Marco Normativo de Seguridad
8.21,8 - Controles Tecnológicos,Seguridad de los servicios de red,"8.21 - Los mecanismos de seguridad, los niveles de servicio y los requisitos del servicio de los servicios de red deben identificarse, implementarse y monitorearse.","8.21 - ¿Se identifican, implementan y monitorean los mecanismos de seguridad, los niveles de servicio y los requisitos del servicio de los servicios de red?",0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.735294,2.941176,Lógica,Mecanismos de Cifrado de la Información,Medio,Marco Normativo de Seguridad
8.22,8 - Controles Tecnológicos,Segregación en redes,"8.22 - Los grupos de servicios de información, usuarios y sistemas de información deben estar segregados en las redes de la organización.","8.22 - ¿Están segregados los grupos de servicios de información, usuarios y sistemas de información, en las redes de la organización?",0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.735294,2.941176,Lógica,Mecanismos de Cifrado de la Información,Medio,Marco Normativo de Seguridad
8.23,8 - Controles Tecnológicos,Filtrado web,8.23 - El acceso a sitios web externos debe administrarse para reducir la exposición a contenido malicioso.,"8.23 - ¿Se administra el acceso a sitios web externos, para reducir la exposición a contenido malicioso?",0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.735294,2.941176,Lógica,Mecanismos de Cifrado de la Información,Medio,Marco Normativo de Seguridad
8.24,8 - Controles Tecnológicos,Uso de criptografía,"8.24 - Deben definirse e implementarse reglas para el uso eficaz de criptografía, incluida la gestión de claves criptográficas.","8.24 - ¿Se han definido e implementado reglas para el uso eficaz de criptografía, incluida la gestión de claves criptográficas?",0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.735294,2.941176,Lógica,Mecanismos de Cifrado de la Información,Medio,Marco Normativo de Seguridad
8.25,8 - Controles Tecnológicos,Seguridad en el ciclo de vida de desarrollo,8.25 - Deben establecerse y aplicarse reglas para el desarrollo seguro de software y sistemas.,8.25 - ¿Se establecen y aplican reglas para el desarrollo seguro del software y de los sistemas?,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.735294,2.941176,Lógica,Mecanismos de Cifrado de la Información,Medio,Marco Normativo de Seguridad
8.26,8 - Controles Tecnológicos,Requisitos de seguridad de aplicaciones,"8.26 - Deben identificarse, especificarse y aprobarse los requisitos de seguridad al desarrollar o adquirir aplicaciones.","8.26 - ¿Se identifican, especifican y aprueban los requisitos de seguridad al desarrollar o adquirir aplicaciones?",0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0.735294,2.941176,Lógica,Mecanismos de Cifrado de la Información,Medio,Marco Normativo de Seguridad
8.27,8 - Controles Tecnológicos,Principios de ingeniería y arquitectura de sistemas seguros,"8.27 - Los principios para diseñar sistemas seguros deben establecerse, documentarse, mantenerse y aplicarse a cualquier actividad de desarrollo de sistemas de información.","8.27 - ¿Se establecen, documentan, mantienen y aplican principios para diseñar sistemas seguros a cualquier actividad de desarrollo de sistemas de información?",0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.735294,2.941176,Lógica,Mecanismos de Cifrado de la Información,Medio,Marco Normativo de Seguridad
8.28,8 - Controles Tecnológicos,Codificación segura,8.28 - Deben aplicarse principios de codificación segura al desarrollo de software.,8.28 - ¿Se aplican los principios de codificación segura al desarrollo de software?,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.735294,2.941176,Lógica,Mecanismos de Cifrado de la Información,Medio,Marco Normativo de Seguridad
8.29,8 - Controles Tecnológicos,Pruebas de seguridad y aceptación en desarrollo,8.29 - Definir e implementar procesos de pruebas de seguridad en el ciclo de vida del desarrollo.,8.29 - ¿Se definen e implementan procesos de pruebas de seguridad en el ciclo de vida del desarrollo?,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.735294,2.941176,Lógica,Mecanismos de Cifrado de la Información,Corto,Marco Normativo de Seguridad
8.30,8 - Controles Tecnológicos,Desarrollo subcontratado,"8.30 - La organización debe monitorear y revisar de manera oportuna, las actividades relacionadas con el desarrollo de sistemas subcontratados.","8.30 - ¿La organización monitorea y revisa de manera oportuna, las actividades relacionadas con el desarrollo de sistemas subcontratados?",0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0.735294,2.941176,Lógica,Mecanismos de Cifrado de la Información,Corto,Marco Normativo de Seguridad
8.31,8 - Controles Tecnológicos,"Separación de entornos de desarrollo, prueba y producción","8.31 - Los entornos de desarrollo, pruebas y producción deben estar separados y protegidos.","8.31 - ¿Los entornos de desarrollo, pruebas y producción están separados y protegidos?",0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.735294,2.941176,Lógica,Mecanismos de Cifrado de la Información,Corto,Marco Normativo de Seguridad
8.32,8 - Controles Tecnológicos,Gestión del cambios,8.32 - Los cambios en las instalaciones de procesamiento de información y en los sistemas de información deben estar sujetos a procedimientos de gestión de cambios.,8.32 - ¿Los cambios en las instalaciones de procesamiento de información y en los sistemas de información estan sujetos a procedimientos de gestión de cambios?,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.735294,2.941176,Lógica,Mecanismos de Cifrado de la Información,Corto,Marco Normativo de Seguridad
8.33,8 - Controles Tecnológicos,Protección de la información de la pruebas,"8.33 - La información de las pruebas debe seleccionarse, protegerse y gestionarse de forma adecuada.","8.33 - ¿La información de pruebas se selecciona, protege y gestiona adecuadamente?",0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.735294,2.941176,Lógica,Mecanismos de Cifrado de la Información,Corto,Marco Normativo de Seguridad
8.34,8 - Controles Tecnológicos,Protección de los sistemas de información durante las pruebas de auditoría,8.34 - Las pruebas de auditoría y otras actividades de aseguramiento que involucren la evaluación de los sistemas operacionales deben planificarse y acordarse entre el evaluador y la dirección correspondiente.,"8.34 - ¿Se planifican y acuerdan entre el evaluador y la dirección correspondiente, las pruebas de auditoría y otras actividades de aseguramiento que involucren la evaluación de los sistemas operacionales?",0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0.735294,2.941176,Lógica,Mecanismos de Cifrado de la Información,Corto,Marco Normativo de Seguridad
